statement,status
Honestly I feel like the pressure is never going to let up and I wish I could change it.,Stress
Most days I feel normal for a while then everything goes extreme again which is not normal for me.,Bi-Polar
Recently My mood changes without any clear reason which is not normal for me.,Bi-Polar
I notice that I feel like I cannot handle any more pressure and that worries me.,Anxiety
For a while now I feel like I am invisible and nobody cares if I live or die which is not normal for me.,Suicidal
I feel so nervous and I don't know why and it is exhausting.,Anxiety
Often I feel positive about the future,Normal
Lately I feel manipulative sometimes even though I do not mean to be which is not normal for me.,Personality Disorder
Often I do not see the point of living anymore which is not normal for me.,Suicidal
I notice that I avoid going to crowded places because I get overwhelmed and it has been going on for a while.,Anxiety
I feel like I have no energy to do anything today,Depression
Honestly I feel like I want to end everything tonight and it is exhausting.,Suicidal
Today I cannot relax even on weekends because of work stress,Stress
Honestly I feel at ease and comfortable with myself and I wish I could change it.,Normal
Today I feel like my emotions are not in my control,Bi-Polar
I notice that I feel at ease and comfortable with myself lately.,Normal
Sometimes I feel completely overwhelmed by everything I have to do every single day.,Stress
Every day People around me notice my mood changes before I do and I do not know what to do.,Bi-Polar
Today I feel unstable and it is very hard to maintain a routine and that worries me.,Bi-Polar
Honestly Then when I am low I feel paralyzed and cannot do anything more than I would like to admit.,Bi-Polar
Most days I feel burned out and exhausted from all the pressure and I wish I could change it.,Stress
Sometimes I am managing my time well and feel in control and it has been going on for a while.,Normal
Honestly I feel like I cannot handle any more pressure and it is hard.,Anxiety
I cooked a nice meal and felt good doing it and it is exhausting.,Normal
For a while now I feel very intense emotions that others do not seem to feel lately.,Personality Disorder
Recently I feel like my life has no value every single day.,Suicidal
Sometimes My relationships suffer because of my extreme mood changes lately.,Bi-Polar
I notice that I slept well last night and feel energized and that worries me.,Normal
I notice that I feel grateful and present in the moment more than I would like to admit.,Normal
Honestly I have done things I regret when I was overwhelmed with emotion every single day.,Personality Disorder
Every day Stress is making it hard to eat and sleep properly,Stress
I feel like there is no future for me and it is hard.,Suicidal
Honestly I feel like my heart is going to jump out of my chest and it is exhausting.,Anxiety
Today Even good news can make me feel anxious and it has been going on for a while.,Anxiety
It feels like a sense of purpose in what I am doing more than I would like to admit.,Normal
Honestly I feel like my moods shift without warning or reason and I do not know what to do.,Personality Disorder
It feels like like I am always in crisis mode more than I would like to admit.,Stress
For a while now I feel like my mood controls my life not me which is not normal for me.,Bi-Polar
I notice that I feel calm and in control of my emotions,Normal
I feel like nothing will ever get better so why try and I wish I could change it.,Suicidal
Every day I have very intense emotions that shift very quickly lately.,Personality Disorder
Most days I have done things I regret when I was overwhelmed with emotion and it is exhausting.,Personality Disorder
To be honest I had a productive day and feel satisfied every single day.,Normal
To be honest I worry too much about what others think of me and I do not know what to do.,Anxiety
Honestly I can't remember the last time I was truly happy and it is hard.,Depression
When I am in a high phase I feel like I can do anything,Bi-Polar
Today I feel like I would rather not exist more than I would like to admit.,Suicidal
For a while now I feel like I would rather not exist and I wish I could change it.,Suicidal
I feel like I have no energy to do anything today and I wish I could change it.,Depression
I notice that I don't feel like talking to anyone every single day.,Depression
I can't switch off even when I get home and that worries me.,Stress
Often I feel worthless and like I am not good enough and it is hard.,Depression
It feels like like I am always in crisis mode,Stress
I notice that I feel like relationships are very all or nothing for me and it is exhausting.,Personality Disorder
Often I keep overthinking every little thing and I wish I could change it.,Anxiety
Lately When I am angry I cannot control my reactions and I wish I could change it.,Personality Disorder
To be honest I feel like I cannot meet everyone's expectations lately.,Stress
I feel completely overwhelmed by everything I have to do more than I would like to admit.,Stress
I notice that I went for a walk and felt refreshed which is not normal for me.,Normal
I think I feel like nobody really cares about me lately.,Depression
Honestly My mind races at night and I can't fall asleep and I wish I could change it.,Anxiety
I feel like I feel very creative and energetic sometimes without explanation and it has been going on for a while.,Bi-Polar
Most days I feel like I cannot handle any more pressure and I do not know what to do.,Anxiety
Today I feel relaxed and at peace today and it has been going on for a while.,Normal
Lately I feel stressed about my future and what will happen lately.,Stress
I think I'm afraid of embarrassing myself in front of others every single day.,Anxiety
Most days I have been sleeping too much and still feel tired,Depression
Often I felt on top of the world yesterday but today I feel hopeless more than I would like to admit.,Bi-Polar
I think I used to smile a lot but lately I just feel numb more than I would like to admit.,Depression
It feels like dread every morning when I wake up,Anxiety
Honestly I feel like my heart is going to jump out of my chest every single day.,Anxiety
It feels like Even small decisions make me feel anxious more than I would like to admit.,Anxiety
Most days I think the world would be better without me in it lately.,Suicidal
I have a fear of being alone that affects all my decisions lately.,Personality Disorder
I feel like my emotions are always at a ten out of ten and that worries me.,Personality Disorder
For a while now I avoid phone calls because they make me anxious and it is exhausting.,Anxiety
For a while now I alternate between feeling special and feeling worthless more than I would like to admit.,Personality Disorder
I notice that I am under so much pressure and I feel like I might break every single day.,Stress
I feel like I had a nice weekend spending time with my family every single day.,Normal
I feel like I have no energy to do anything today which is not normal for me.,Depression
I feel like other people do not experience emotions as strongly as I do and I wish I could change it.,Personality Disorder
Often I keep thinking about what it would be like to die and I wish I could change it.,Suicidal
To be honest I feel like my worry is out of control and it has been going on for a while.,Anxiety
Lately I feel so restless like I cannot sit still which is not normal for me.,Anxiety
Today I feel completely alone even when surrounded by people and it is hard.,Depression
I feel happy about the progress I have been making and it has been going on for a while.,Normal
Today I feel optimistic and hopeful about my future and I wish I could change it.,Normal
Often I feel thankful for the small joys in my day every single day.,Normal
I think I keep imagining worst case scenarios and it is hard.,Anxiety
To be honest I have been thinking about ways to hurt myself,Suicidal
Often When I am angry I cannot control my reactions which is not normal for me.,Personality Disorder
Recently I have very intense emotions that shift very quickly every single day.,Personality Disorder
For a while now I have very high highs and very low lows and that worries me.,Bi-Polar
Often I feel confident and ready to face challenges every single day.,Normal
I think I feel nervous when I have to talk to new people which is not normal for me.,Anxiety
I feel like I cry for no reason sometimes and it is exhausting.,Depression
Today I feel like I am invisible and nobody cares if I live or die lately.,Suicidal
To be honest I feel like nobody would miss me if I were gone every single day.,Suicidal
I notice that I can't sleep because my mind won't stop and I wish I could change it.,Anxiety
Often I feel very creative and energetic sometimes without explanation,Bi-Polar
Often I feel stressed about my future and what will happen and that worries me.,Stress
I think I feel stressed about money and I can't stop thinking about it lately.,Stress
Lately I feel like nothing will ever get better so why try and it is hard.,Suicidal
It feels like I struggle to trust people because I have been hurt so much and I wish I could change it.,Personality Disorder
I feel like I had a great conversation with a friend today more than I would like to admit.,Normal
I think I feel short-tempered and frustrated because of stress which is not normal for me.,Stress
Recently I am in a good mood and everything seems manageable and I do not know what to do.,Normal
Lately My heart is racing and I can't calm down and it is hard.,Anxiety
Honestly I have done things I regret when I was overwhelmed with emotion,Personality Disorder
Often I do not see the point of living anymore every single day.,Suicidal
Today I feel overwhelmed by sadness all the time and I wish I could change it.,Depression
Every day I keep worrying about things that might never happen and it is exhausting.,Anxiety
I think I feel like I deserve to suffer which is not normal for me.,Depression
I feel like I keep thinking about what it would be like to die and it is hard.,Suicidal
I think I feel like my emotions are not in my control and it has been going on for a while.,Bi-Polar
Sometimes I feel like I don't want to be here anymore and it is hard.,Suicidal
Every day I managed to finish a big task at work and feel proud and that worries me.,Normal
Every day I feel like nobody would notice if I disappeared and I wish I could change it.,Depression
Every day I feel like I am always in crisis mode more than I would like to admit.,Stress
Every day People around me notice my mood changes before I do every single day.,Bi-Polar
To be honest I feel like everything is falling apart,Depression
It feels like irritable and snappy because of stress,Stress
I think I feel like I would rather not exist and I do not know what to do.,Suicidal
It feels like I had racing thoughts for days and could not slow down lately.,Bi-Polar
For a while now I feel relaxed and at peace today lately.,Normal
I feel like I am moving through fog every day,Depression
It feels like tense in my shoulders and chest all day lately.,Anxiety
Often I have no energy to do anything today and it is exhausting.,Depression
I feel uneasy and I don't know why which is not normal for me.,Anxiety
I notice that I act impulsively to avoid feeling the pain I carry inside which is not normal for me.,Personality Disorder
Recently I feel like myself today which is a good feeling and I wish I could change it.,Normal
I feel like giving up even though I know I should not and I do not know what to do.,Depression
Recently I feel anxious about going out today and that worries me.,Anxiety
Recently I have been thinking that everyone would move on just fine without me which is not normal for me.,Suicidal
I notice that I think about death a lot and it comforts me and I wish I could change it.,Suicidal
I feel like I have been very talkative and energetic for days now and it is hard.,Bi-Polar
To be honest I feel like I don't want to be here anymore and I do not know what to do.,Suicidal
For a while now I feel like I would rather not exist which is not normal for me.,Suicidal
Honestly I feel at ease and comfortable with myself and it has been going on for a while.,Normal
I feel like I cannot take the pain anymore and it is hard.,Suicidal
I feel like nobody would miss me if I were gone and I do not know what to do.,Suicidal
I feel completely hopeless and see no way out which is not normal for me.,Suicidal
Lately I feel like I have run out of reasons to stay alive,Suicidal
Every day I feel like nobody would notice if I disappeared lately.,Depression
I am so stressed that I feel sick to my stomach and I wish I could change it.,Stress
Lately I had a nice weekend spending time with my family and I do not know what to do.,Normal
Lately I feel manipulative sometimes even though I do not mean to be and it is exhausting.,Personality Disorder
I cooked a nice meal and felt good doing it more than I would like to admit.,Normal
Every day I get panic attacks out of nowhere every single day.,Anxiety
Most days I feel like I am stretched too thin and something has to give and I wish I could change it.,Stress
To be honest I feel like I am trapped in my own patterns and cannot break free,Personality Disorder
For a while now I feel empty inside like nothing matters,Depression
I feel like I feel positive about the future and it has been going on for a while.,Normal
I feel like My stomach hurts because I'm so worried and it has been going on for a while.,Anxiety
Sometimes I sometimes hurt myself when I feel overwhelmed and I wish I could change it.,Personality Disorder
Every day I feel tense in my shoulders and chest all day every single day.,Anxiety
Today I alternate between feeling special and feeling worthless and that worries me.,Personality Disorder
Every day I feel like I am constantly running but going nowhere and it has been going on for a while.,Stress
Recently I feel like I am drowning in responsibilities which is not normal for me.,Stress
Recently I had racing thoughts for days and could not slow down lately.,Bi-Polar
Every day I feel like everyone would be better off without me and I do not know what to do.,Suicidal
I think Even good news can make me feel anxious lately.,Anxiety
Today My hands are shaking and I feel tense and it is hard.,Anxiety
Recently I feel like I am trapped and death is the only escape and it is exhausting.,Suicidal
I notice that Everything feels like too much effort and that worries me.,Depression
It feels like I keep worrying about things that might never happen more than I would like to admit.,Anxiety
For a while now I feel unstable and it is very hard to maintain a routine and it is hard.,Bi-Polar
I notice that I feel at ease and comfortable with myself and it has been going on for a while.,Normal
Recently I feel like my life has no value and I do not know what to do.,Suicidal
Lately I feel grandiose and special sometimes but then worthless the next and it has been going on for a while.,Bi-Polar
Recently I feel like nobody would notice if I disappeared which is not normal for me.,Depression
Lately I keep overthinking every little thing and it has been going on for a while.,Anxiety
Honestly I slept well last night and feel energized and it is exhausting.,Normal
I feel like I am juggling too many things at once every single day.,Stress
Recently I feel anxious about going out today and it is exhausting.,Anxiety
To be honest I have a very unstable self-image and it has been going on for a while.,Personality Disorder
I feel like I feel confident and ready to face challenges and I do not know what to do.,Normal
I think Small comments from others can completely ruin my day and I do not know what to do.,Personality Disorder
For a while now I feel irritated and overwhelmed all the time,Stress
I feel like I feel very creative and energetic sometimes without explanation and it has been going on for a while.,Bi-Polar
To be honest I feel no major worries today and that feels nice lately.,Normal
Today I keep imagining worst case scenarios and I do not know what to do.,Anxiety
For a while now I feel like I never have enough time to finish everything which is not normal for me.,Stress
I think My hands are shaking and I feel tense every single day.,Anxiety
It feels like I lost interest in things I used to enjoy and I wish I could change it.,Depression
Sometimes I feel like nobody would miss me if I were gone every single day.,Suicidal
I notice that I feel at ease and comfortable with myself more than I would like to admit.,Normal
It feels like like nobody would notice if I disappeared and that worries me.,Depression
Every day I had a great week but now I feel really low for no reason and it is hard.,Bi-Polar
Today I feel very intense emotions that others do not seem to feel more than I would like to admit.,Personality Disorder
Most days I feel like my stress is making me physically ill and it is hard.,Stress
Recently People around me notice my mood changes before I do more than I would like to admit.,Bi-Polar
I feel like I want to disappear forever and it is exhausting.,Suicidal
I have a fear of being alone that affects all my decisions and I wish I could change it.,Personality Disorder
I feel like I have run out of reasons to stay alive,Suicidal
Most days I feel like I am never good enough no matter what I do and it is exhausting.,Personality Disorder
It feels like I have been thinking about suicide more and more and it is exhausting.,Suicidal
Most days Getting out of bed feels impossible these days and it is hard.,Depression
Lately I feel positive about the future more than I would like to admit.,Normal
Often Simple tasks feel overwhelming because I overthink them lately.,Anxiety
Every day I had a great week but now I feel really low for no reason,Bi-Polar
I think I feel like I am too intense for most people more than I would like to admit.,Personality Disorder
To be honest I check things multiple times because I am afraid of making mistakes and it is exhausting.,Anxiety
Every day I have very intense emotions that shift very quickly and I wish I could change it.,Personality Disorder
For a while now I feel like I am at the end of my rope and I do not know what to do.,Suicidal
For a while now I feel like I would rather not exist and it has been going on for a while.,Suicidal
I feel like I feel grandiose and special sometimes but then worthless the next every single day.,Bi-Polar
For a while now I feel nervous when I have to talk to new people and it is exhausting.,Anxiety
Honestly I feel stressed about my family and their problems more than I would like to admit.,Stress
Most days I feel like I am always waiting for something bad to happen lately.,Anxiety
Often Then I slept for 15 hours because I felt so depressed and I wish I could change it.,Bi-Polar
Often I feel like the pain will never stop so why continue which is not normal for me.,Suicidal
To be honest I feel like everything is falling apart which is not normal for me.,Depression
I feel scared even when nothing is wrong and I wish I could change it.,Anxiety
Often I felt on top of the world yesterday but today I feel hopeless every single day.,Bi-Polar
I feel like I don't enjoy food or hobbies anymore,Depression
Today I feel stressed about money and I can't stop thinking about it and it has been going on for a while.,Stress
Today I feel like I sabotage things when they are going well more than I would like to admit.,Personality Disorder
Recently I feel dread every morning when I wake up,Anxiety
Often I do not see the point of living anymore lately.,Suicidal
I feel like I keep thinking about what it would be like to die lately.,Suicidal
Lately Deadlines are piling up and I feel panicked,Stress
Every day I feel balanced and calm today and it has been going on for a while.,Normal
Recently I feel like myself today which is a good feeling and it is exhausting.,Normal
Most days I wish I could just go to sleep and not wake up and that worries me.,Suicidal
I think I feel short-tempered and frustrated because of stress and it is exhausting.,Stress
Often I feel like other people do not experience emotions as strongly as I do lately.,Personality Disorder
Today Even good news can make me feel anxious and it is exhausting.,Anxiety
I think I feel like nobody really cares about me and that worries me.,Depression
I feel like I feel very low and unmotivated most days more than I would like to admit.,Depression
It feels like a sense of purpose in what I am doing and I wish I could change it.,Normal
I think I cannot relax even on weekends because of work stress and it is exhausting.,Stress
Most days I feel irritable and restless and then suddenly very sad lately.,Bi-Polar
Often I feel on edge even when I am at home every single day.,Anxiety
Lately I feel like nothing will ever get better so why try and I do not know what to do.,Suicidal
It feels like I keep worrying about things that might never happen which is not normal for me.,Anxiety
Today I feel restless and on edge all the time and I do not know what to do.,Anxiety
Sometimes I had a productive day and feel satisfied every single day.,Normal
Most days I feel confused about whether I am happy or sad and I do not know what to do.,Bi-Polar
It feels like like my life has no value and it is hard.,Suicidal
To be honest I am feeling good today and ready to take on the day more than I would like to admit.,Normal
Sometimes I have a fear of being alone that affects all my decisions more than I would like to admit.,Personality Disorder
I feel like My stomach hurts because I'm so worried and that worries me.,Anxiety
Recently I have been giving away my things lately and it has been going on for a while.,Suicidal
For a while now I feel like a failure and nothing I do is good enough every single day.,Depression
I get headaches from all the stress I am under more than I would like to admit.,Stress
Every day I feel disconnected from life and the people around me and that worries me.,Depression
I feel like I don't really know who I am and that worries me.,Personality Disorder
Recently I made a lot of impulsive decisions when I was in a high mood lately.,Bi-Polar
Lately I feel like I can never relax or take a break and it is hard.,Anxiety
Every day I feel irritable and snappy because of stress and I wish I could change it.,Stress
For a while now I have very high highs and very low lows,Bi-Polar
Lately I have been very talkative and energetic for days now more than I would like to admit.,Bi-Polar
For a while now I have very high highs and very low lows more than I would like to admit.,Bi-Polar
Sometimes I feel scared even when nothing is wrong which is not normal for me.,Anxiety
Every day I struggle to trust people because I have been hurt so much and it is hard.,Personality Disorder
Sometimes I feel like I don't really know who I am which is not normal for me.,Personality Disorder
Most days I feel like I am done with life,Suicidal
Every day I get panic attacks out of nowhere and I do not know what to do.,Anxiety
Lately My mood swings so much it is hard to keep up every single day.,Bi-Polar
I feel like nobody would miss me if I were gone every single day.,Suicidal
To be honest I am overwhelmed by financial stress and do not know what to do,Stress
Honestly I feel stressed about my family and their problems,Stress
Lately My heart is racing and I can't calm down more than I would like to admit.,Anxiety
It feels like disconnected from life and the people around me,Depression
I notice that I have been saying goodbye to people close to me and it is exhausting.,Suicidal
Today I used to smile a lot but lately I just feel numb and that worries me.,Depression
Recently Work and home responsibilities are crushing me and I wish I could change it.,Stress
To be honest I feel like I am failing at everything lately.,Depression
Today I feel so low that I cannot see any way forward,Suicidal
Honestly I feel normal for a while then everything goes extreme again and I do not know what to do.,Bi-Polar
Today I have very high highs and very low lows more than I would like to admit.,Bi-Polar
Recently I feel irritable and snappy because of stress and I wish I could change it.,Stress
Recently Then I feel heavy and hopeless and cannot do anything and I do not know what to do.,Bi-Polar
It feels like very negative about myself and my future more than I would like to admit.,Depression
I feel like My stomach hurts because I'm so worried lately.,Anxiety
To be honest I am feeling good today and ready to take on the day and it is exhausting.,Normal
To be honest I worry too much about what others think of me lately.,Anxiety
It feels like like I am stuck in a dark place and it is hard.,Depression
I feel like I feel thankful for the small joys in my day lately.,Normal
Honestly I went for a walk and felt refreshed lately.,Normal
Today I feel restless and on edge all the time every single day.,Anxiety
To be honest I sometimes hurt myself when I feel overwhelmed and that worries me.,Personality Disorder
Today I do impulsive things that hurt me without thinking first lately.,Personality Disorder
Recently My mood changes without any clear reason,Bi-Polar
Most days I feel like life is passing me by and I cannot do anything and I wish I could change it.,Depression
I notice that I am under so much pressure and I feel like I might break more than I would like to admit.,Stress
I feel like I had a great conversation with a friend today every single day.,Normal
I notice that I am tired of fighting and want to stop,Suicidal
Every day Even small decisions make me feel anxious and that worries me.,Anxiety
Recently I feel so worthless that I think dying would be better which is not normal for me.,Suicidal
Recently I feel balanced and calm today,Normal
Often I keep thinking about what it would be like to die and it has been going on for a while.,Suicidal
Often I keep overthinking every little thing every single day.,Anxiety
Honestly I feel like I am never good enough no matter what I do and it has been going on for a while.,Personality Disorder
Often I had a great conversation with a friend today and I do not know what to do.,Normal
I feel like my identity changes depending on who I am with lately.,Personality Disorder
Sometimes I feel physically tense all the time because of stress,Stress
Honestly I feel like life is not worth living,Suicidal
Every day My mood changes without any clear reason and it is exhausting.,Bi-Polar
Sometimes I feel sad all the time and don't know why and I do not know what to do.,Depression
It feels like Nothing feels enjoyable or exciting anymore and it has been going on for a while.,Depression
To be honest I feel like my mind works differently from everyone else which is not normal for me.,Bi-Polar
Lately I feel mentally clear and emotionally stable and it is hard.,Normal
I think I feel like I am a burden and life would be easier without me every single day.,Suicidal
Honestly My mind races at night and I can't fall asleep,Anxiety
I feel empty and see no reason to continue and it is exhausting.,Suicidal
Every day I feel like nobody would notice if I disappeared and I do not know what to do.,Depression
Often When I am angry I cannot control my reactions every single day.,Personality Disorder
Every day I managed to finish a big task at work and feel proud more than I would like to admit.,Normal
I notice that I feel grateful and present in the moment and it is exhausting.,Normal
I notice that I feel like no one understands how deeply I feel things every single day.,Personality Disorder
Every day I feel like my core identity is unstable and shifting lately.,Personality Disorder
I notice that I had a laugh with coworkers and feel connected,Normal
Sometimes I feel happy about the progress I have been making and it is hard.,Normal
Every day I am making progress on my goals and feel encouraged which is not normal for me.,Normal
Most days I feel irritable and restless and then suddenly very sad,Bi-Polar
It feels like very sensitive to rejection and criticism and it is exhausting.,Personality Disorder
To be honest I have been thinking about ways to hurt myself and it is hard.,Suicidal
I feel like I feel thankful for the small joys in my day and I do not know what to do.,Normal
Recently I feel irritable and snappy because of stress which is not normal for me.,Stress
Lately Simple tasks feel overwhelming because I overthink them and it is hard.,Anxiety
Leaving the house feels really hard some days and it has been going on for a while.,Anxiety
Today I feel hopeless about the future,Depression
Honestly I think about death a lot and it comforts me lately.,Suicidal
Lately My stomach hurts because I'm so worried,Anxiety
Every day I get panic attacks out of nowhere and it is hard.,Anxiety
I feel like I feel manipulative sometimes even though I do not mean to be and that worries me.,Personality Disorder
Often I feel on edge even when I am at home and it has been going on for a while.,Anxiety
It feels like like myself today which is a good feeling and I wish I could change it.,Normal
To be honest I feel like my mind works differently from everyone else which is not normal for me.,Bi-Polar
Sometimes I don't see the point in trying anymore,Depression
Today I do impulsive things that hurt me without thinking first more than I would like to admit.,Personality Disorder
I am so stressed that I feel sick to my stomach which is not normal for me.,Stress
Recently Stress is making it hard to eat and sleep properly lately.,Stress
Most days I struggle to maintain stable relationships every single day.,Personality Disorder
It feels like Work is stressing me out more than ever more than I would like to admit.,Stress
Today I feel overwhelmed by sadness all the time and that worries me.,Depression
Today I feel like I would rather not exist and that worries me.,Suicidal
Honestly I feel like the pressure is never going to let up lately.,Stress
Sometimes I get really nervous in new situations every single day.,Anxiety
I feel like I am on a rollercoaster I cannot get off and it is hard.,Bi-Polar
Often I had a nice weekend spending time with my family every single day.,Normal
Lately I feel like I have no stable sense of self,Personality Disorder
For a while now I feel very intense emotions that others do not seem to feel which is not normal for me.,Personality Disorder
Lately I felt on top of the world yesterday but today I feel hopeless and it has been going on for a while.,Bi-Polar
Every day I feel so worthless that I think dying would be better and I wish I could change it.,Suicidal
Today I feel empty inside like nothing matters and I do not know what to do.,Depression
I feel like My boss keeps piling more work on me and I can't cope which is not normal for me.,Stress
It feels like I am happy with where things are going in my life more than I would like to admit.,Normal
Every day I am feeling motivated and focused and I do not know what to do.,Normal
Today I get very anxious before meetings or social events which is not normal for me.,Anxiety
Today I alternate between feeling special and feeling worthless and it has been going on for a while.,Personality Disorder
Every day I feel like my life has no value and it is hard.,Suicidal
For a while now I feel like I never have enough time to finish everything,Stress
Lately I feel healthy both mentally and physically today and I do not know what to do.,Normal
To be honest I had a nice conversation and feel uplifted and I wish I could change it.,Normal
Every day I feel like my emotions control me rather than the other way around lately.,Personality Disorder
I had a productive day and feel satisfied more than I would like to admit.,Normal
I feel like I have no energy to do anything today more than I would like to admit.,Depression
It feels like like my life has no value and it is exhausting.,Suicidal
For a while now Even good news can make me feel anxious and I wish I could change it.,Anxiety
Recently I am making progress on my goals and feel encouraged more than I would like to admit.,Normal
I notice that I feel like no one understands how deeply I feel things lately.,Personality Disorder
Often I feel like I have no stable sense of self and I do not know what to do.,Personality Disorder
For a while now I alternate between feeling special and feeling worthless and it is hard.,Personality Disorder
For a while now I alternate between feeling special and feeling worthless and it is exhausting.,Personality Disorder
I feel like I feel well-rested and energized for the day and I do not know what to do.,Normal
I feel so nervous and I don't know why every single day.,Anxiety
It feels like I struggle to trust people because I have been hurt so much,Personality Disorder
I think I feel like I am a burden and life would be easier without me lately.,Suicidal
Recently I have been giving away my things lately and I wish I could change it.,Suicidal
Sometimes I don't see the point in trying anymore and I wish I could change it.,Depression
Recently I managed to finish a big task at work and feel proud and it is hard.,Normal
It feels like Stress is making it hard to eat and sleep properly and I do not know what to do.,Stress
For a while now I feel optimistic and hopeful about my future and I do not know what to do.,Normal
To be honest I feel like I cannot meet everyone's expectations,Stress
Recently I am making progress on my goals and feel encouraged and I wish I could change it.,Normal
I notice that I don't feel like talking to anyone and I do not know what to do.,Depression
I feel like I used to love going out but now I just stay home more than I would like to admit.,Depression
Every day I get panic attacks out of nowhere and it is exhausting.,Anxiety
Sometimes I feel so nervous and I don't know why and I do not know what to do.,Anxiety
Every day I feel like I have lost my purpose and that worries me.,Depression
Recently My mood changes without any clear reason and it is exhausting.,Bi-Polar
Every day I push people away even when I want them to stay,Personality Disorder
Recently My stress is affecting my relationships and that worries me.,Stress
Honestly I feel like life is passing me by and I cannot do anything and it is exhausting.,Depression
To be honest I go from loving someone to hating them very quickly lately.,Personality Disorder
Sometimes I don't see the point in trying anymore,Depression
I notice that I feel like my stress is making me physically ill and I do not know what to do.,Stress
Recently My mood is unpredictable and it affects everyone around me and that worries me.,Bi-Polar
Often I cry for no reason sometimes and I do not know what to do.,Depression
I notice that I feel like people always leave me and it is my fault more than I would like to admit.,Personality Disorder
I think Small comments from others can completely ruin my day and I wish I could change it.,Personality Disorder
Every day I worry about my health constantly and I do not know what to do.,Anxiety
Recently I have very intense emotions that shift very quickly lately.,Personality Disorder
Honestly I felt invincible last week and now I feel worthless lately.,Bi-Polar
Often My heart is racing and I can't calm down lately.,Anxiety
I feel like I had a great conversation with a friend today and it is exhausting.,Normal
Today I do impulsive things that hurt me without thinking first,Personality Disorder
I feel like giving up even though I know I should not every single day.,Depression
I think I feel short-tempered and frustrated because of stress and I do not know what to do.,Stress
Every day I lost interest in things I used to enjoy and I wish I could change it.,Depression
Every day I feel a sense of purpose in what I am doing and that worries me.,Normal
Every day I am feeling motivated and focused and I do not know what to do.,Normal
Sometimes I have been thinking about ways to hurt myself and it is hard.,Suicidal
Often Simple tasks feel overwhelming because I overthink them more than I would like to admit.,Anxiety
I feel like I feel short of breath when I am stressed and it is hard.,Anxiety
Recently I feel anxious about going out today and it is hard.,Anxiety
Honestly I feel like the pressure is never going to let up and I do not know what to do.,Stress
I feel like I don't want to be here anymore lately.,Suicidal
To be honest I feel so nervous and I don't know why every single day.,Anxiety
Most days I feel like two different people at different times and that worries me.,Bi-Polar
To be honest I feel sad all the time and don't know why and it is hard.,Depression
Sometimes I can't switch off even when I get home and it is hard.,Stress
Sometimes I feel like I am failing at everything which is not normal for me.,Depression
Sometimes Every small thing feels like a huge problem right now which is not normal for me.,Stress
Honestly I feel like I am always waiting for something bad to happen,Anxiety
Most days I feel like I am always waiting for something bad to happen and it has been going on for a while.,Anxiety
I notice that I felt invincible last week and now I feel worthless and I do not know what to do.,Bi-Polar
Every day My mood is unpredictable and it affects everyone around me and I wish I could change it.,Bi-Polar
I notice that I am tired of fighting and want to stop and that worries me.,Suicidal
Every day I feel a sense of purpose in what I am doing lately.,Normal
I had a productive day and feel satisfied more than I would like to admit.,Normal
Today I avoid phone calls because they make me anxious and it is hard.,Anxiety
Sometimes I started many projects when I was high but finished none and I wish I could change it.,Bi-Polar
Recently I feel like I am stuck in a dark place and it is hard.,Depression
Sometimes I get really nervous in new situations and I do not know what to do.,Anxiety
I think Even good news can make me feel anxious and that worries me.,Anxiety
Today I get very anxious before meetings or social events and it has been going on for a while.,Anxiety
I think I feel supported by the people around me and I do not know what to do.,Normal
Sometimes I feel like nobody would miss me if I were gone and I do not know what to do.,Suicidal
Today I feel like I would rather not exist lately.,Suicidal
Most days I feel like people always leave me and it is my fault more than I would like to admit.,Personality Disorder
Honestly I feel like my stress is making me physically ill lately.,Stress
Lately I feel like I can never relax or take a break and I do not know what to do.,Anxiety
Every day I have been eating too much or too little lately more than I would like to admit.,Depression
Today I do impulsive things that hurt me without thinking first and I wish I could change it.,Personality Disorder
Lately I feel stressed about my future and what will happen lately.,Stress
I feel like my worry is out of control and that worries me.,Anxiety
I notice that I slept well last night and feel energized and it is exhausting.,Normal
Recently My stress is affecting my relationships lately.,Stress
I think I feel nervous when I have to talk to new people,Anxiety
Every day I feel so worthless that I think dying would be better,Suicidal
Today I feel like I deserve to suffer every single day.,Depression
Most days I am tired of fighting and want to stop every single day.,Suicidal
Honestly I feel like people always leave me and it is my fault and it is hard.,Personality Disorder
Lately I feel like giving up even though I know I should not and it is exhausting.,Depression
I think I feel hopeless about the future,Depression
Sometimes Every small thing feels like a huge problem right now and that worries me.,Stress
Every day I feel tense in my shoulders and chest all day,Anxiety
My appetite changes completely depending on my mood more than I would like to admit.,Bi-Polar
I feel like Then I slept for 15 hours because I felt so depressed,Bi-Polar
I notice that I slept well last night and feel energized and that worries me.,Normal
Sometimes I feel like I am failing at everything and that worries me.,Depression
For a while now I'm afraid of embarrassing myself in front of others and that worries me.,Anxiety
Every day I am happy with where things are going in my life and I do not know what to do.,Normal
For a while now Small comments from others can completely ruin my day and it is hard.,Personality Disorder
Every day I feel tense in my shoulders and chest all day which is not normal for me.,Anxiety
Sometimes Leaving the house feels really hard some days and I wish I could change it.,Anxiety
I feel like I feel on edge even when I am at home and I do not know what to do.,Anxiety
To be honest I feel like I cannot meet everyone's expectations,Stress
I notice that I felt invincible last week and now I feel worthless and I do not know what to do.,Bi-Polar
